"","GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK"
"6302","G17009708601041","170978601041","56","5"
"6303","G17009708601042","170978601042","75","7"
"6304","G17009708601051","170978601051","60","6"
"6305","G17009708601052","170978601052","65","6"
"6306","G17009708601053","170978601053","57","5"
"6307","G17009708601061","170978601061","67","6"
"6308","G17009708601062","170978601062","55","5"
"6309","G17009708602001","170978602001","82","8"
"6310","G17009708602002","170978602002","78","8"
"6311","G17009708602003","170978602003","76","7"
"6312","G17009708603011","170978603011","77","8"
"6313","G17009708603012","170978603012","77","8"
"6314","G17009708603013","170978603013","79","8"
"6315","G17009708603021","170978603021","78","8"
"6316","G17009708603022","170978603022","80","8"
"6317","G17009708603023","170978603023","77","8"
"6318","G17009708604001","170978604001","61","6"
"6319","G17009708604002","170978604002","62","6"
"6320","G17009708604003","170978604003","65","6"
"6321","G17009708605001","170978605001","78","8"
"6322","G17009708605002","170978605002","81","8"
"6323","G17009708605003","170978605003","81","8"
"6324","G17009708605004","170978605004","78","8"
"6325","G17009708605005","170978605005","79","8"
"6326","G17009708606001","170978606001","82","8"
"6327","G17009708606002","170978606002","61","6"
"6328","G17009708606003","170978606003","68","6"
"6329","G17009708606004","170978606004","55","5"
"6330","G17009708608051","170978608051","64","6"
"6331","G17009708608052","170978608052","59","5"
"6332","G17009708608061","170978608061","39","3"
"6333","G17009708608062","170978608062","54","5"
"6334","G17009708608063","170978608063","48","4"
"6335","G17009708608071","170978608071","67","6"
"6336","G17009708608072","170978608072","63","6"
"6337","G17009708608081","170978608081","63","6"
"6338","G17009708608082","170978608082","41","3"
"6339","G17009708608083","170978608083","43","4"
"6340","G17009708608084","170978608084","37","3"
"6341","G17009708608091","170978608091","30","2"
"6342","G17009708608092","170978608092","45","4"
"6343","G17009708608111","170978608111","47","4"
"6344","G17009708608112","170978608112","41","3"
"6345","G17009708608113","170978608113","23","2"
"6346","G17009708608121","170978608121","44","4"
"6347","G17009708608122","170978608122","25","2"
"6348","G17009708608131","170978608131","48","4"
"6349","G17009708608132","170978608132","61","6"
"6350","G17009708609031","170978609031","69","7"
"6351","G17009708609032","170978609032","67","6"
"6352","G17009708609033","170978609033","73","7"
"6353","G17009708609034","170978609034","62","6"
"6354","G17009708609051","170978609051","56","5"
"6355","G17009708609052","170978609052","71","7"
"6356","G17009708609053","170978609053","46","4"
"6357","G17009708609054","170978609054","50","4"
"6358","G17009708609061","170978609061","43","4"
"6359","G17009708609062","170978609062","43","4"
"6360","G17009708609063","170978609063","42","3"
"6361","G17009708609071","170978609071","53","5"
"6362","G17009708609072","170978609072","47","4"
"6363","G17009708609081","170978609081","60","6"
"6364","G17009708610071","170978610071","33","2"
"6365","G17009708610072","170978610072","34","3"
"6366","G17009708610081","170978610081","44","4"
"6367","G17009708610082","170978610082","44","4"
"6368","G17009708610083","170978610083","49","4"
"6369","G17009708610084","170978610084","51","4"
"6370","G17009708610091","170978610091","32","2"
"6371","G17009708610092","170978610092","48","4"
"6372","G17009708610101","170978610101","50","4"
"6373","G17009708610102","170978610102","51","4"
"6374","G17009708610103","170978610103","37","3"
"6375","G17009708610111","170978610111","45","4"
"6376","G17009708610112","170978610112","36","3"
"6377","G17009708610113","170978610113","46","4"
"6378","G17009708610114","170978610114","37","3"
"6379","G17009708610121","170978610121","45","4"
"6380","G17009708610122","170978610122","57","5"
"6381","G17009708610123","170978610123","46","4"
"6382","G17009708610131","170978610131","46","4"
"6383","G17009708610141","170978610141","48","4"
"6384","G17009708610142","170978610142","48","4"
"6385","G17009708611051","170978611051","44","4"
"6386","G17009708611052","170978611052","47","4"
"6387","G17009708611061","170978611061","40","3"
"6388","G17009708611062","170978611062","31","2"
"6389","G17009708611063","170978611063","51","4"
"6390","G17009708611064","170978611064","52","5"
"6391","G17009708611071","170978611071","33","2"
"6392","G17009708611072","170978611072","32","2"
"6393","G17009708611081","170978611081","29","2"
"6394","G17009708611082","170978611082","63","6"
"6395","G17009708611083","170978611083","41","3"
"6396","G17009708612011","170978612011","70","7"
"6397","G17009708612012","170978612012","55","5"
"6398","G17009708612013","170978612013","58","5"
"6399","G17009708612014","170978612014","71","7"
"6400","G17009708612021","170978612021","51","4"
"6401","G17009708612022","170978612022","69","7"
"6402","G17009708613011","170978613011","80","8"
"6403","G17009708613012","170978613012","78","8"
"6404","G17009708613031","170978613031","72","7"
"6405","G17009708613032","170978613032","72","7"
"6406","G17009708613033","170978613033","72","7"
"6407","G17009708613041","170978613041","73","7"
"6408","G17009708613042","170978613042","72","7"
"6409","G17009708614021","170978614021","53","5"
"6410","G17009708614022","170978614022","59","5"
"6411","G17009708614023","170978614023","48","4"
"6412","G17009708614024","170978614024","58","5"
"6413","G17009708614031","170978614031","99","10"
"6414","G17009708614032","170978614032","65","6"
"6415","G17009708614041","170978614041","73","7"
"6416","G17009708614042","170978614042","74","7"
"6417","G17009708614043","170978614043","73","7"
"6418","G17009708614044","170978614044","72","7"
"6419","G17009708615041","170978615041","68","6"
"6420","G17009708615042","170978615042","66","6"
"6421","G17009708615043","170978615043","70","7"
"6422","G17009708615044","170978615044","54","5"
"6423","G17009708615051","170978615051","31","2"
"6424","G17009708615052","170978615052","29","2"
"6425","G17009708615061","170978615061","47","4"
"6426","G17009708615062","170978615062","71","7"
"6427","G17009708615071","170978615071","41","3"
"6428","G17009708615072","170978615072","44","4"
"6429","G17009708615081","170978615081","54","5"
"6430","G17009708615082","170978615082","43","4"
"6431","G17009708615091","170978615091","20","1"
"6432","G17009708615092","170978615092","55","5"
"6433","G17009708615101","170978615101","49","4"
"6434","G17009708615102","170978615102","58","5"
"6435","G17009708615103","170978615103","38","3"
"6436","G17009708616031","170978616031","33","2"
"6437","G17009708616032","170978616032","33","2"
"6438","G17009708616041","170978616041","57","5"
"6439","G17009708616042","170978616042","29","2"
"6440","G17009708616043","170978616043","63","6"
"6441","G17009708616044","170978616044","22","2"
"6442","G17009708616071","170978616071","56","5"
"6443","G17009708616072","170978616072","57","5"
"6444","G17009708616073","170978616073","46","4"
"6445","G17009708616081","170978616081","36","3"
"6446","G17009708616082","170978616082","48","4"
"6447","G17009708616091","170978616091","44","4"
"6448","G17009708616092","170978616092","26","2"
"6449","G17009708616101","170978616101","29","2"
"6450","G17009708616102","170978616102","38","3"
"6451","G17009708616111","170978616111","31","2"
"6452","G17009708616112","170978616112","15","1"
"6453","G17009708616113","170978616113","18","1"
"6454","G17009708617011","170978617011","62","6"
"6455","G17009708617021","170978617021","63","6"
"6456","G17009708617022","170978617022","58","5"
"6457","G17009708617023","170978617023","66","6"
"6458","G17009708618031","170978618031","67","6"
"6459","G17009708618032","170978618032","78","8"
"6460","G17009708618033","170978618033","69","7"
"6461","G17009708618034","170978618034","66","6"
"6462","G17009708618041","170978618041","81","8"
"6463","G17009708618042","170978618042","82","8"
"6464","G17009708619011","170978619011","62","6"
"6465","G17009708619012","170978619012","66","6"
"6466","G17009708619013","170978619013","66","6"
"6467","G17009708619021","170978619021","69","7"
"6468","G17009708619022","170978619022","76","7"
"6469","G17009708619023","170978619023","80","8"
"6470","G17009708619024","170978619024","78","8"
"6471","G17009708620001","170978620001","77","8"
"6472","G17009708620002","170978620002","70","7"
"6473","G17009708620003","170978620003","75","7"
"6474","G17009708620004","170978620004","87","9"
"6475","G17009708621001","170978621001","70","7"
"6476","G17009708621002","170978621002","75","7"
"6477","G17009708621003","170978621003","68","6"
"6478","G17009708621004","170978621004","86","9"
"6479","G17009708622001","170978622001","76","7"
"6480","G17009708622002","170978622002","72","7"
"6481","G17009708622003","170978622003","GQ","GQ"
"6482","G17009708623001","170978623001","84","8"
"6483","G17009708623002","170978623002","84","8"
"6484","G17009708623003","170978623003","84","8"
"6485","G17009708624011","170978624011","56","5"
"6486","G17009708624012","170978624012","81","8"
"6487","G17009708624021","170978624021","70","7"
"6488","G17009708624022","170978624022","80","8"
"6489","G17009708624023","170978624023","73","7"
"6490","G17009708625011","170978625011","77","8"
"6491","G17009708625012","170978625012","78","8"
